Country Name,Country Code,Series Name,Series Code,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Australia,AUS,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,7.10534208234856,6.69019422027724,6.05812122082181,6.23540408356143,5.77630967662135,5.0149013398043,4.82092899843079,3.89836057967186,3.43443122853287,3.42597095876254,2.44195267626823,2.28287654355944,2.49104337066572,3.00569410485789,3.00531047364445,2.99470589444734,2.76493060320893,2.96531758830698,3.16692468528045,2.99020531601444,2.88539371871431,2.10586306694383,1.42875357293941
Australia,AUS,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.20565757741121,1.20277917649677,1.38692410063491,1.10335492492167,1.1463893130103,1.13257711906661,1.04056552815671,0.934374188015267,0.850848055074676,0.856315166003227,0.786748968126004,0.707662369355821,0.698849890243269,0.638382935730297,0.586276992471406,0.608527078459333,0.688624424125627,0.717994029662205,0.704552987465826,0.684292290409601,0.759288446671006,0.662157823678897,0.674130683109623
Australia,AUS,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,68695.407,85641.773,93538.2962,103522.965,96177.6226,55609.0946,79281.5292,56251.3442,75762.8048,70718.7972,54795.3758,58653.254,47516.3682,101145.2826,100567.7884,57953.699,70406.9402,66573.9152,52132.3882,74191.9872,71526.0494,56371.2594,44205.0518
Australia,AUS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,69.6189869965,69.5012787724,69.3825121571,69.2626728111,68.361494342,67.3949039864,66.3555116747,65.2347705591,62.5936402792,59.5740791518,56.088476117,52.0199146515,53.8332114119,55.1139772046,59.847680879,65.6775369658,63.3583690987,54.2412002308,65.5372704285,69.4141908223,70.6583036499,66.8328726039,62.3228324856
Australia,AUS,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,344.317496951219,317.190066073971,235.25223069001,224.336144600172,228.472986843803,231.108998219174,252.374500003632,236.912790424181,224.673647433536,181.069789416847,215.569881080161,152.638541550327,282.413460381488,242.3426600273,267.730011909536,222.465643109321,383.400136903633,285.779660511936,282.482030354661,309.279745116515,304.178897529735,296.704842637262,277.336521365686
China,CHN,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,1.16032365759614,1.2700860713315,1.13361176781451,0.903332902441168,0.808405437235526,0.665370858309381,0.557165857745848,0.534922676638298,0.482900386476482,0.467318553545343,0.445297952373228,0.463032838360104,0.472463702490599,0.550194892711403,0.481148966533225,0.460667222328343,0.468830450662847,0.418118022595575,0.441975763216694,0.417099067654216,0.419092383217946,0.393780004623645,0.329770707092844
China,CHN,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,4.22496363325182,4.30121214034183,4.80793199950174,4.57393905329155,4.25645256269624,3.99418660135623,4.04212086916003,3.90143631378837,3.99417199121639,3.78012177829529,3.58024044970668,3.40875565285016,3.77456784055352,4.27006208865219,3.94586433936926,3.72488748620029,3.57063706475021,3.70433780393016,3.77933740452549,3.93864460130808,3.57649129585483,3.15651525304253,2.8780222390457
China,CHN,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,302426.1046,315402.6934,304416.0294,303734.414,318414.1324,316773.7318,326404.5554,331105.863,334827.4062,335383.653,343003.6024,346463.7996,349602.0674,348879.5366,352890.4378,353509.7414,354143.7364,358003.641,356523.8326,349023.7686,339815.3004,326524.8282,323175.5764
China,CHN,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,71.2507434563,70.0301500179,68.8250272826,67.9758692202,67.1293778058,66.285540498,65.4443448336,64.6057784274,64.2581550333,63.0141781901,63.2815198618,63.5107471853,62.5042358523,62.4416277518,64.3129454666,64.5267435547,64.5694259012,64.4039458285,62.3820403298,62.3225336731,61.3930679079,61.1555836046,62.1445405908
China,CHN,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,125.913691312904,123.601402758388,119.973871975485,118.125187360952,125.729831846451,112.272776857806,109.75432319526,114.500634434033,109.319755385562,100.601694779151,98.1899672140489,95.5971771350347,93.0317144481009,93.5082924263443,93.9837876273356,92.6934686160538,87.4530852563535,84.766663212593,91.1512611991474,100.445150527601,103.146593673846,82.5133297829776,87.82104751252
India,IND,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,1.65605105729538,1.4181646608019,1.25928051395496,1.13946841502435,1.06279577378163,1.07983395037738,1.2038845130859,1.2677593168785,1.71787505435699,1.98294426026312,1.73540589346138,1.28973766827269,2.22625861264457,2.48195512879416,4.09608734399954,2.82993900019101,2.17094784216849,1.7736046518473,1.5373233001934,1.51484254623607,1.56952575353611,1.14645412586871,1.33684682253082
India,IND,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,2.93740705167768,3.15492818355838,3.23010302296845,3.64549441239044,3.10581479729059,3.04458279684639,2.58328772932756,1.97187881683733,1.65965149957448,1.72334683736166,1.46654454538429,1.49609124627603,1.58463494528155,1.56885992878721,1.63514217365521,1.65786780597771,1.78765161632445,1.84970409889128,2.04943968255047,1.79104776706967,1.70444380857381,1.85942162777805,1.63099942106726
India,IND,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,162784.1092,165031.2974,160981.8052,164152.3762,157195.3576,163448.0234,168780.4056,177186.2108,185480.7726,193298.4152,196473.8138,199788.587,206797.1894,213727.388,210728.1074,210154.07,211543.6738,214799.7708,213318.1148,216343.977,221902.0048,229906.1358,239729.2886
India,IND,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,91.5692140332,91.5242925788,91.4809960682,91.3503661305,91.2258789733,91.1071112603,90.993677681,90.8852267756,90.7814372966,90.6820150317,90.5866900175,90.4952140923,90.4073587385,90.4073587385,90.4073587385,90.4073587385,90.4073587385,90.4073587385,90.4073587385,90.4073587385,90.4073587385,90.4073587385,90.4073587385
India,IND,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,122.865994285005,126.089684435893,113.68746025741,118.59459311618,113.401275032345,119.961055081536,121.48632440882,132.896008909816,152.551053782092,172.230339025303,188.965017924367,181.231008642721,171.491764074282,171.196237140606,159.54027888951,149.517841984085,154.546113601489,149.441673137188,144.728520036811,146.530556014768,152.701187574258,156.483317038389,176.042247195875
Japan,JPN,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,0.526207858611243,0.489947733062087,0.464236345674983,0.519794728636761,0.541813552075378,0.517111060294325,0.491787970719247,0.51402043208769,0.515616629294894,0.55187554406353,0.559375282476495,0.670624090591825,0.703051811668411,0.766584578438706,0.789161246256635,0.864252610632454,0.852696457277467,0.839925288691497,0.738581469977703,0.728108870436085,0.682767992794068,0.628891435171874,0.618918300269541
Japan,JPN,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,4.32019014155403,4.12514180557966,3.58358487352985,3.26688956851911,3.06287688598527,2.93843909624391,2.78839323436227,2.38623168752666,2.32275002779384,2.18259548039818,1.89894884987304,1.84065386320038,1.93869048100808,1.97858736677206,1.67868442152645,1.70976413605006,1.60344339209654,1.81225347432227,1.82638082000351,1.71849322512998,1.63129567856084,1.64102697371147,1.51244355443879
Japan,JPN,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,9048.5018,9035.7176,9063.6998,8967.4458,8883.827,8913.478,8810.9362,8693.9712,8591.9956,8780.7488,8024.9612,7904.6288,8224.0848,7614.6152,7650.9712,7861.24,7985.1484,7689.2344,7773.33,7825.033,7734.0536,7750.1158,7746.0928
Japan,JPN,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,64.5327826536,63.9115207373,63.2905793897,64.7038665829,66.2138216184,66.1004080858,65.9860379786,65.8706991434,65.75437922,65.6784767414,66.2470352126,66.8262737876,66.921182266,67.0166769611,67.1127633209,67.2094468614,67.3067331671,67.4046278924,67.5031367629,67.7175283733,67.6359039191,67.9846938776,67.9846938776
Japan,JPN,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,133.427389014296,136.434329065908,147.454049427515,127.856468366383,113.410964750089,123.624764001785,116.080648160542,120.550036473332,120.555681278146,132.666056402988,115.020881725688,104.324166066547,120.553843759726,125.433891095863,128.891542237185,129.699219903226,144.134766681004,131.938429661151,129.240901113369,134.481003777586,132.864851639912,130.984498900928,125.112375328658
Russian Federation,RUS,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,3.53465585996779,3.59626129037855,3.10194910794384,3.13838698958254,3.3920492803423,3.24372039222479,3.03041728258418,2.80199052363776,2.62957683343377,2.86638006214269,2.08063013032334,2.20211245100312,2.09947824291677,1.94919460430135,1.78486976073255,1.8072983201277,1.82891267710897,2.161267342117,2.51178298333418,2.42110454123787,2.21834954112968,2.1452991276359,2.49994672768903
Russian Federation,RUS,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,0.998047973500934,1.39557798321983,2.08988078686774,1.60289661575891,1.32292918535945,1.21654889934006,1.13941584444475,0.996454097834424,0.903499824999971,0.850995942517296,0.787532274358324,1.04412196472087,0.98242916292895,0.942221664874382,0.946213278126632,0.941807175667376,0.912990032786307,1.19599137529578,1.11536472675395,0.970397581829674,1.01192634663879,0.93689115086937,0.920115474089321
Russian Federation,RUS,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,45802.1232,43331.3158,44173.0168,46433.1084,45992.1876,46421.9036,42345.055,41996.1864,41793.01,42671.7822,47409.8034,45191.9384,43007.3302,45346.9282,44076.2562,44309.8286,46616.0208,45861.0974,48147.5024,48808.3472,48805.695,50709.0806,52935.1108
Russian Federation,RUS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,20.0005368191,20.0438942423,20.0892105706,19.9395770393,19.9395770393,19.9395770393,19.9395770393,19.9395770393,19.9395770393,19.9395770393,19.9395770393,19.9395770393,19.9395770393,19.9395770393,19.9395770393,19.9395770393,26.380454738,28.0179314761,28.0753202655,28.9706567303,28.7565566183,28.7565566183,28.7565566183
Russian Federation,RUS,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,13.6148211977596,12.3356083059158,12.3610470329135,12.7870238874084,10.4636162524888,9.5963851134989,8.82947208507406,8.63987486463723,9.36276687646551,10.0237750911089,11.9274029261065,17.7418912507763,11.3705776265561,11.4429137974056,11.8287849096993,10.0918067990174,9.80693179744063,10.0617507631977,10.9182980481057,10.9580584124677,11.0272238311957,11.5942312073373,12.3673018026516
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 12/18/2023,,,,,,,,,,,,,,,,,,,,,,,,,,
